id_vuelo,aeropuerto_origen,aeropuerto_destino,hora_salida_programada,dia_semana,distancia_vuelo,condiciones_climaticas,congestion_aerea,tipo_avion,ocupacion_vuelo,temporada_alta,puerta_embarque,visibilidad,tiempo_estimado_vuelo
15204,BOG,MAD,06:30,Miércoles,8680,Lluvia,Baja,Airbus A330,71.7,FALSE,6,20.6,693
29466,CCS,BOG,08:15,Martes,1010,Tormenta,Alta,Boeing 757,48.7,FALSE,31,1.2,111
20171,BOG,EZE,15:30,Miércoles,4650,Lluvia,Media,Boeing 777,93.9,FALSE,45,12.8,384
13288,ROS,EZE,10:30,Sábado,295,Despejado,Media,Boeing 737,88.7,TRUE,16,15.7,62
26000,UIO,PTY,03:00,Domingo,1420,Niebla,Media,Embraer E195,70.9,FALSE,9,1.4,153
23695,EZE,ASU,18:00,Jueves,1050,Despejado,Media,Boeing 737 MAX,60.7,FALSE,39,20.4,100
13708,CLO,MDE,08:45,Jueves,265,Despejado,Media,ATR 72,52.1,TRUE,39,16.1,58
12782,PTY,CLT,06:45,Martes,2890,Lluvia,Baja,Boeing 757,46.7,FALSE,30,13.2,236
14973,BGA,BOG,06:45,Viernes,310,Lluvia,Baja,Embraer E190,80.4,FALSE,43,21.7,67
16867,GRU,MVD,06:15,Sábado,1550,Nublado,Baja,Boeing 737 MAX,83.2,FALSE,22,13.1,147
18526,PTY,CCS,15:00,Jueves,1010,Lluvia,Media,Boeing 737 MAX,56.2,FALSE,2,12.9,122
20228,GRU,EZE,15:15,Domingo,1760,Nublado,Baja,Boeing 737 MAX,88.5,FALSE,35,15.9,178
14463,GRU,EZE,07:15,Miércoles,1760,Tormenta,Baja,Boeing 737 MAX,40.1,FALSE,6,0.9,175
13049,GRU,PTY,08:45,Viernes,4630,Tormenta,Media,Boeing 777,88.5,FALSE,11,1.8,390
19559,EZE,BRC,11:00,Martes,1650,Despejado,Baja,Embraer E195,79.3,FALSE,11,23.2,170
21223,CLT,PTY,16:15,Sábado,2890,Despejado,Baja,Embraer E195,48.9,FALSE,48,26.2,265
28332,LIM,BOG,05:45,Miércoles,1890,Tormenta,Alta,Airbus A320neo,79.7,FALSE,21,4.5,177
19234,MDE,BAQ,18:30,Viernes,310,Despejado,Baja,Airbus A320,77.5,TRUE,16,29.9,59
23079,MDE,CTG,16:15,Domingo,365,Lluvia,Media,ATR 72,73,FALSE,8,13.5,50
18092,PTY,MDE,17:45,Miércoles,715,Nublado,Media,ATR 72,67.9,FALSE,22,18.6,91
23465,GRU,CWB,13:00,Miércoles,410,Despejado,Baja,Boeing 737,92.3,TRUE,44,27.6,71
19540,GRU,GIG,13:45,Martes,360,Despejado,Media,Embraer E190,69.2,FALSE,3,7.6,68
20415,IGR,EZE,18:45,Domingo,1100,Despejado,Baja,Airbus A320neo,87.8,TRUE,12,21,122
18242,UIO,MDE,20:15,Sábado,960,Despejado,Baja,Boeing 757,88,TRUE,45,22.7,110
16832,CTG,BOG,11:45,Sábado,135,Lluvia,Media,Airbus A320,61.5,FALSE,44,8.1,59
23838,PTY,GRU,15:30,Lunes,4630,Despejado,Baja,Boeing 787,81.9,FALSE,18,25.5,396
21947,EZE,LIM,14:00,Miércoles,3150,Despejado,Media,Airbus A350,77,FALSE,43,29,284
29170,GRU,PTY,21:30,Sábado,4630,Lluvia,Baja,Boeing 787,90.4,FALSE,45,14.5,374
21558,EZE,SCL,16:00,Miércoles,1140,Nublado,Baja,Boeing 757,77.6,FALSE,5,9.5,125
23175,CLO,BOG,13:45,Lunes,300,Lluvia,Media,ATR 72,80.9,TRUE,4,26,54
21437,GRU,FLN,17:15,Miércoles,690,Lluvia,Baja,ATR 72,94.6,TRUE,35,19,75
14231,PEI,MDE,06:45,Domingo,140,Lluvia,Media,Airbus A320,88.7,TRUE,21,8.7,52
27684,BOG,LIM,10:15,Domingo,1890,Despejado,Media,Embraer E195,69,FALSE,27,19,176
24773,BOG,BGA,17:00,Jueves,310,Despejado,Baja,Boeing 737,42.6,TRUE,29,25.4,48
28003,LIM,GRU,04:00,Lunes,3620,Despejado,Baja,Boeing 777,78.8,TRUE,15,29,303
11958,BOG,CLO,09:00,Martes,300,Despejado,Alta,Boeing 737,82.9,TRUE,42,8.8,53
10488,GIG,GRU,07:30,Jueves,360,Nublado,Media,ATR 72,57.7,FALSE,25,15.3,71
26948,GRU,GIG,11:00,Sábado,360,Lluvia,Alta,Airbus A320,64.1,FALSE,47,18.3,68
17699,CLO,BOG,16:15,Miércoles,300,Nublado,Baja,Airbus A320,47.5,FALSE,37,28.6,50
12513,PTY,BOG,07:30,Miércoles,650,Despejado,Baja,Boeing 737,75.4,FALSE,26,18.6,83
18452,BOG,CLO,17:45,Martes,300,Lluvia,Baja,ATR 72,79.2,FALSE,42,7.1,61
19792,JFK,EZE,12:30,Miércoles,8530,Nublado,Media,Boeing 787,76.1,TRUE,19,15.9,659
19699,PTY,SJO,14:45,Domingo,580,Despejado,Baja,Boeing 737,65.1,FALSE,18,11.4,90
26688,PTY,GUA,03:45,Lunes,820,Niebla,Baja,Boeing 737 MAX,60.2,TRUE,32,1.6,95
29113,JFK,MDE,21:45,Sábado,3560,Despejado,Media,Boeing 787,83,FALSE,31,19,306
23192,MVD,EZE,13:15,Sábado,210,Nublado,Baja,ATR 72,91.4,FALSE,25,10.9,35
19539,BAQ,BOG,15:00,Domingo,145,Nublado,Media,Boeing 737,68.5,FALSE,33,8.2,38
18859,EZE,LIM,14:00,Jueves,3150,Tormenta,Media,Boeing 777,47.5,FALSE,2,3.5,278
19399,MDE,CTG,16:30,Jueves,365,Nublado,Media,Embraer E190,71,TRUE,13,26.1,64
28962,BGA,MDE,20:00,Jueves,295,Lluvia,Alta,Airbus A320,88.8,FALSE,30,14.6,51
27865,UIO,PTY,08:45,Martes,1420,Despejado,Media,Embraer E195,57.4,FALSE,24,17.2,133
24387,BOG,CLO,18:30,Viernes,300,Nublado,Baja,ATR 72,92.5,TRUE,9,11.1,53
27132,COR,EZE,12:00,Viernes,695,Despejado,Alta,ATR 72,96.2,FALSE,31,19.6,84
11021,BGA,BOG,05:00,Lunes,310,Nublado,Baja,ATR 72,81.9,FALSE,29,29.2,63
25961,MDE,BGA,17:00,Miércoles,295,Despejado,Alta,Boeing 737,75,FALSE,22,8.6,55
15183,MDE,PTY,08:15,Miércoles,715,Despejado,Media,Airbus A320,68.1,TRUE,4,30,73
14849,EZE,ASU,06:15,Domingo,1050,Despejado,Media,Boeing 757,73.9,TRUE,38,20.6,108
20290,EZE,SCL,16:45,Lunes,1140,Tormenta,Baja,Boeing 737 MAX,47.5,FALSE,6,1.1,117
18504,MDE,BGA,18:45,Miércoles,295,Despejado,Baja,ATR 72,79,TRUE,8,23.1,45
19799,ROS,EZE,14:00,Jueves,295,Nublado,Media,Airbus A320,59.6,TRUE,8,11.6,69
24453,JFK,BOG,04:45,Jueves,3930,Lluvia,Baja,Airbus A350,63.8,FALSE,28,29.8,332
16492,POA,GRU,07:30,Domingo,1110,Nublado,Alta,Boeing 737 MAX,45.9,TRUE,38,20.8,105
22104,EZE,LIM,13:00,Martes,3150,Nublado,Baja,Boeing 787,82.5,FALSE,30,19.4,256
25340,AMS,GRU,11:45,Miércoles,9850,Lluvia,Media,Boeing 777,79.8,TRUE,5,18.8,782
25562,AMS,GRU,13:30,Jueves,9850,Despejado,Alta,Boeing 777,37.3,FALSE,43,12.6,773
10135,MDE,LIM,05:00,Jueves,2100,Despejado,Baja,Embraer E195,68.1,FALSE,42,15.6,187
21900,AMS,GRU,15:45,Viernes,9850,Despejado,Media,Airbus A330,55.9,FALSE,22,13.7,771
19163,CTG,BOG,14:15,Domingo,135,Nublado,Alta,Embraer E190,53.9,FALSE,41,19.3,45
16267,AEP,EZE,07:15,Sábado,35,Despejado,Baja,ATR 72,97.2,FALSE,14,23.1,50
14206,TUC,EZE,07:15,Martes,1230,Niebla,Baja,Boeing 757,79.4,FALSE,32,2.3,131
22064,MDE,JFK,12:15,Miércoles,3560,Despejado,Alta,Airbus A330,70.2,TRUE,28,12.2,310
26443,POA,GRU,01:15,Viernes,1110,Nublado,Media,Embraer E195,68.9,FALSE,30,27.8,122
18127,CTG,BOG,09:00,Sábado,135,Despejado,Media,Embraer E190,73.5,FALSE,35,22.7,59
28443,PTY,JFK,11:00,Jueves,3520,Nublado,Baja,Airbus A350,81.2,FALSE,46,11.3,286
25215,TUC,EZE,16:30,Jueves,1230,Despejado,Media,Boeing 737 MAX,59,FALSE,45,28.9,129
28765,GRU,MIA,05:30,Viernes,7520,Lluvia,Media,Boeing 777,70.4,FALSE,39,11.3,591
14681,BSB,GRU,06:30,Martes,870,Despejado,Baja,Airbus A320neo,48.5,FALSE,30,18.9,91
17509,EZE,UIO,12:30,Lunes,3900,Lluvia,Alta,Boeing 777,53,FALSE,17,6.2,341
28029,EZE,JFK,09:15,Viernes,8530,Nublado,Baja,Boeing 787,66.6,TRUE,31,21.5,665
15504,PTY,JFK,08:45,Martes,3520,Tormenta,Baja,Boeing 777,59.3,FALSE,7,3.6,310
10486,GRU,BSB,08:15,Lunes,870,Despejado,Media,Boeing 757,44.5,FALSE,31,25.9,100
21237,UIO,MDE,15:30,Lunes,960,Lluvia,Baja,Embraer E195,81.8,FALSE,19,14.4,101
10968,GRU,BOG,08:15,Jueves,3940,Nublado,Baja,Boeing 777,44.9,FALSE,20,29.4,342
21458,BAQ,BOG,15:45,Viernes,145,Nublado,Media,ATR 72,76.9,FALSE,17,26.7,50
16070,GRU,EZE,05:45,Domingo,1760,Despejado,Baja,Boeing 757,70,TRUE,47,29,161
19454,LIM,PTY,17:00,Jueves,2970,Lluvia,Media,Boeing 737 MAX,42,FALSE,33,16.9,265
15355,MIA,PTY,06:00,Domingo,2200,Despejado,Alta,Embraer E195,79.9,TRUE,45,11.9,210
22095,GRU,EZE,12:45,Jueves,1760,Nublado,Baja,Embraer E195,77.7,FALSE,32,16.7,153
26933,GRU,MAD,16:00,Jueves,9350,Lluvia,Media,Airbus A330,50.1,TRUE,24,7,725
12226,POA,GRU,07:00,Sábado,1110,Lluvia,Alta,Airbus A320neo,94.1,FALSE,15,8,117
23642,BAQ,BOG,14:45,Miércoles,145,Despejado,Alta,ATR 72,72.4,FALSE,18,14.5,33
15759,BGA,MDE,08:15,Miércoles,295,Lluvia,Baja,Boeing 737,84.1,FALSE,44,9.5,47
20147,GRU,EZE,15:00,Sábado,1760,Nublado,Media,Boeing 737 MAX,61.7,FALSE,23,26.6,154
22444,GUA,PTY,14:30,Domingo,820,Tormenta,Baja,Boeing 757,71.6,TRUE,29,1.2,101
23186,BOG,CCS,14:15,Miércoles,1010,Niebla,Media,Boeing 757,65,FALSE,39,0.8,98
16207,PTY,UIO,09:30,Miércoles,1420,Despejado,Media,Boeing 757,60.5,TRUE,41,17.5,151
16057,PEI,BOG,08:15,Lunes,265,Despejado,Alta,Boeing 737,76.3,FALSE,31,9.6,40
16254,MVD,GRU,09:15,Miércoles,1550,Lluvia,Media,Airbus A320neo,75.6,FALSE,16,10.2,144
20535,BOG,MDE,13:15,Martes,235,Despejado,Alta,Embraer E190,69.6,FALSE,46,16.2,41
20348,EZE,AEP,15:30,Sábado,35,Despejado,Alta,Embraer E190,94,FALSE,20,26.5,38
23339,GRU,EZE,14:30,Miércoles,1760,Nublado,Alta,Embraer E195,89,TRUE,10,22,153
15351,MDE,BGA,07:30,Martes,295,Niebla,Media,Airbus A320,39.8,TRUE,45,1.7,45
13965,MDE,PEI,08:00,Lunes,140,Despejado,Alta,Airbus A320,78.6,FALSE,35,7.9,56
22768,CLO,MDE,18:30,Lunes,265,Despejado,Media,ATR 72,64.1,TRUE,12,18,40
25643,MIA,BOG,13:30,Lunes,3160,Nublado,Media,Airbus A330,93.8,TRUE,3,14.3,259
20316,CTG,BOG,14:30,Martes,135,Nublado,Media,ATR 72,76.8,FALSE,15,18,40
27177,MDE,PTY,20:00,Domingo,715,Tormenta,Baja,Embraer E190,85.3,TRUE,39,4.9,100
21141,PEI,BOG,15:15,Sábado,265,Nublado,Baja,Boeing 737,66.7,TRUE,5,16.4,47
13486,UIO,BOG,06:30,Miércoles,730,Niebla,Alta,ATR 72,50.3,FALSE,18,2.2,81
17262,BAQ,MDE,14:45,Martes,310,Nublado,Baja,ATR 72,85.5,FALSE,44,29.5,70
19348,BGA,MDE,15:15,Miércoles,295,Nublado,Baja,Boeing 737,86.5,TRUE,3,13.4,56
16212,BOG,LIM,09:15,Viernes,1890,Tormenta,Alta,Boeing 737 MAX,85.5,TRUE,43,4.9,174
15526,MDE,PTY,06:15,Jueves,715,Lluvia,Alta,Embraer E190,50.6,FALSE,37,11,88
21613,EZE,BRC,18:30,Viernes,1650,Despejado,Media,Boeing 737 MAX,31.4,TRUE,42,25.3,156
26219,JFK,BOG,17:45,Jueves,3930,Despejado,Alta,Boeing 777,89,FALSE,13,24.7,330
10602,JFK,PTY,04:00,Domingo,3520,Lluvia,Alta,Airbus A350,89.2,TRUE,26,21.3,289
13509,BSB,GRU,08:15,Lunes,870,Tormenta,Baja,Airbus A320neo,87.5,TRUE,6,2.7,106
20141,BOG,CLO,16:15,Domingo,300,Lluvia,Media,ATR 72,81.1,FALSE,5,28.7,55
15772,PTY,CCS,04:00,Domingo,1010,Despejado,Baja,Airbus A320neo,93.8,FALSE,3,19.2,120
12857,ROS,EZE,08:45,Lunes,295,Despejado,Baja,ATR 72,76.8,TRUE,18,24.9,57
14955,GIG,EZE,05:15,Martes,1970,Despejado,Media,Boeing 737 MAX,78,FALSE,36,24.9,169
22611,EZE,MIA,11:15,Viernes,7720,Nublado,Alta,Airbus A350,53.7,FALSE,20,13,609
12168,EZE,MDZ,08:30,Miércoles,1040,Nublado,Baja,Boeing 737 MAX,77.9,TRUE,27,23.8,109
12413,AEP,EZE,08:00,Domingo,35,Despejado,Media,Embraer E190,60.3,TRUE,42,10.1,23
17387,EZE,COR,12:15,Viernes,695,Despejado,Baja,Embraer E190,52.1,FALSE,6,8.9,95
27831,MDZ,EZE,11:15,Viernes,1040,Despejado,Media,Airbus A320neo,80.2,TRUE,40,7,114
15101,LIM,GRU,07:15,Domingo,3620,Despejado,Baja,Boeing 787,87,TRUE,22,10.4,300
26047,TUC,EZE,12:30,Lunes,1230,Despejado,Baja,Airbus A320neo,86,TRUE,19,12.6,120
23081,PTY,SJO,13:45,Miércoles,580,Despejado,Media,Boeing 737,79.5,FALSE,42,28.2,73
21592,AEP,EZE,13:00,Martes,35,Niebla,Alta,ATR 72,75.7,FALSE,4,1.2,51
15976,MDE,UIO,05:00,Miércoles,960,Despejado,Baja,Boeing 757,68.7,TRUE,1,19.7,95
10742,BOG,BAQ,07:45,Sábado,145,Despejado,Media,ATR 72,89.3,TRUE,3,22.8,55
10412,JFK,GRU,06:15,Lunes,7680,Despejado,Media,Airbus A350,60.2,FALSE,46,5.5,603
24067,BAQ,MDE,01:30,Sábado,310,Despejado,Baja,Boeing 737,81.3,FALSE,25,24.6,61
26693,EZE,ROS,02:00,Sábado,295,Despejado,Baja,Embraer E190,68.8,TRUE,24,16,58
19410,TUC,EZE,16:30,Miércoles,1230,Despejado,Media,Boeing 737 MAX,79.8,FALSE,24,17.7,128
26638,BOG,MEX,05:30,Sábado,2700,Despejado,Alta,Boeing 737 MAX,94.4,FALSE,1,20.8,249
17502,UIO,PTY,15:45,Lunes,1420,Tormenta,Media,Boeing 737 MAX,65.6,FALSE,36,0.6,144
13231,BGA,BOG,08:15,Miércoles,310,Niebla,Baja,Boeing 737,89.2,TRUE,45,1.7,56
13106,EZE,MVD,08:30,Domingo,210,Nublado,Baja,ATR 72,94,FALSE,12,8,35
13209,LIM,BOG,06:45,Lunes,1890,Despejado,Media,Boeing 757,75.4,FALSE,15,10.3,165
12076,EZE,MVD,10:30,Viernes,210,Lluvia,Media,Boeing 737,78,TRUE,5,26,51
21477,PTY,GRU,13:30,Domingo,4630,Despejado,Baja,Boeing 777,69.4,FALSE,20,25.2,371
13266,BOG,GRU,08:30,Domingo,3940,Nublado,Media,Airbus A350,74.6,TRUE,45,28.4,317
27674,JFK,BOG,15:00,Jueves,3930,Tormenta,Baja,Airbus A350,43.3,TRUE,16,1.3,327
12678,LIM,PTY,08:15,Martes,2970,Nublado,Baja,Boeing 737 MAX,96.9,FALSE,2,29.6,271
21177,EZE,JFK,14:30,Domingo,8530,Niebla,Baja,Boeing 777,84.9,FALSE,9,2.4,659
28769,MDE,BOG,11:15,Domingo,235,Lluvia,Baja,ATR 72,67.3,FALSE,22,9.3,55
14490,MDE,CTG,08:30,Domingo,365,Despejado,Media,Boeing 737,81,FALSE,9,19.1,67
20827,UIO,BOG,13:00,Jueves,730,Despejado,Media,ATR 72,46.2,FALSE,12,9.2,87
27719,MIA,MDE,17:45,Sábado,2750,Lluvia,Alta,Embraer E195,40.3,FALSE,27,23.5,243
10287,MDE,UIO,08:00,Miércoles,960,Despejado,Baja,Airbus A320neo,65.2,FALSE,47,23,102
11324,LIM,BOG,04:30,Viernes,1890,Lluvia,Media,Airbus A320neo,88.7,FALSE,35,27.5,162
12625,GRU,POA,07:45,Miércoles,1110,Lluvia,Baja,Airbus A320neo,66,FALSE,36,22.6,107
20114,PTY,CLT,16:45,Viernes,2890,Lluvia,Baja,Boeing 757,93.3,TRUE,46,5.1,245
12517,AEP,EZE,08:15,Martes,35,Tormenta,Media,Airbus A320,59,FALSE,24,3.8,32
10073,BAQ,BOG,07:15,Martes,145,Despejado,Baja,ATR 72,68.1,TRUE,28,13.9,54
29571,EZE,BRC,16:45,Viernes,1650,Despejado,Media,Airbus A320neo,88.2,FALSE,36,7,155
10411,EZE,GRU,09:45,Jueves,1760,Niebla,Media,Embraer E195,77.9,FALSE,47,0.9,162
17882,CTG,MDE,12:30,Jueves,365,Lluvia,Alta,ATR 72,60.1,TRUE,4,16.7,64
13144,PTY,IAH,09:45,Jueves,2860,Nublado,Baja,Boeing 757,89.8,FALSE,17,7,239
17450,AEP,EZE,12:00,Miércoles,35,Nublado,Baja,ATR 72,65.8,FALSE,33,8.6,30
26357,BOG,BAQ,04:45,Sábado,145,Nublado,Alta,Airbus A320,81.7,TRUE,41,16.9,33
25816,GRU,SSA,02:30,Lunes,1940,Lluvia,Alta,Boeing 737 MAX,76.1,FALSE,35,19.3,176
16917,BOG,CTG,07:15,Miércoles,135,Despejado,Baja,Embraer E190,73.6,FALSE,29,24.2,45
22078,BSB,GRU,19:15,Lunes,870,Lluvia,Baja,Airbus A320neo,78.2,FALSE,35,18.4,104
18388,MDE,BAQ,16:00,Sábado,310,Tormenta,Alta,Boeing 737,73.8,TRUE,19,4.7,60
22017,MDE,PEI,14:15,Martes,140,Despejado,Alta,Airbus A320,87.7,FALSE,5,29.1,53
18671,EZE,MVD,13:15,Martes,210,Lluvia,Media,Boeing 737,84.8,FALSE,25,29.2,35
21353,EZE,MAD,14:45,Lunes,10050,Despejado,Alta,Airbus A350,83.1,FALSE,44,9.1,793
15231,POA,GRU,06:45,Lunes,1110,Despejado,Media,Boeing 757,94.4,FALSE,14,26.1,120
15859,MDE,CLO,08:00,Domingo,265,Despejado,Media,Embraer E190,93.2,TRUE,41,29.9,62
29240,BOG,BAQ,16:30,Miércoles,145,Lluvia,Baja,Airbus A320,85.6,FALSE,40,23.7,53
21250,MDE,CTG,15:45,Domingo,365,Nublado,Baja,Boeing 737,75.6,FALSE,30,24.8,66
18630,MVD,EZE,13:30,Viernes,210,Despejado,Baja,Embraer E190,88.4,TRUE,40,20.1,64
20631,GRU,GIG,19:45,Lunes,360,Nublado,Baja,Embraer E190,56,FALSE,39,9.6,65
28859,MDE,MIA,22:30,Miércoles,2750,Tormenta,Media,Boeing 737 MAX,79.7,FALSE,17,2.1,255
12299,BOG,MIA,07:45,Domingo,3160,Nublado,Media,Boeing 777,68.8,TRUE,40,19.8,284
25300,CWB,GRU,18:00,Sábado,410,Lluvia,Baja,Boeing 737,51,FALSE,6,13.3,76
26414,MIA,BOG,15:15,Jueves,3160,Nublado,Baja,Boeing 787,58.5,TRUE,20,28.5,280
15332,CCS,EZE,07:45,Martes,4300,Lluvia,Media,Boeing 787,62.2,TRUE,45,22.9,368
29667,EZE,CCS,20:30,Sábado,4300,Despejado,Baja,Airbus A350,43.8,TRUE,5,22.6,359
17349,MDE,LIM,15:15,Martes,2100,Despejado,Alta,Embraer E195,53.4,FALSE,20,26.7,200
12586,ROS,EZE,08:15,Viernes,295,Lluvia,Baja,Boeing 737,72.2,FALSE,28,18.3,48
15763,BOG,CTG,06:45,Domingo,135,Niebla,Baja,ATR 72,78.3,TRUE,14,0.6,31
26680,BOG,CTG,13:30,Sábado,135,Despejado,Media,Airbus A320,89.5,FALSE,9,8.8,45
23724,CWB,GRU,15:15,Martes,410,Niebla,Alta,Boeing 737,83.5,TRUE,28,1.3,59
11072,EZE,MVD,06:15,Viernes,210,Despejado,Baja,ATR 72,58,FALSE,31,14.8,54
13756,GRU,CWB,09:30,Sábado,410,Despejado,Baja,ATR 72,47.9,TRUE,9,24.4,79
16229,JFK,MDE,09:45,Viernes,3560,Despejado,Media,Airbus A330,57.9,TRUE,39,8.2,311
25822,EZE,IGR,11:45,Viernes,1100,Despejado,Media,Boeing 737 MAX,88.3,FALSE,18,15,107
20732,BAQ,BOG,16:00,Viernes,145,Despejado,Baja,Boeing 737,84.2,FALSE,32,9.2,56
14772,UIO,MDE,09:30,Miércoles,960,Despejado,Alta,Boeing 737 MAX,68,TRUE,23,18.3,107
28699,AEP,EZE,00:00,Viernes,35,Despejado,Alta,Boeing 737,63.4,FALSE,26,11.6,41
24121,LIM,EZE,14:45,Lunes,3150,Nublado,Media,Airbus A350,94.6,FALSE,14,24.6,282
25268,CWB,GRU,10:30,Sábado,410,Despejado,Baja,Embraer E190,77.9,FALSE,9,11.2,61
19397,IAH,PTY,17:15,Lunes,2860,Despejado,Alta,Embraer E195,90.4,FALSE,29,29.3,262
16731,SCL,GRU,09:45,Martes,2620,Nublado,Baja,Boeing 757,77.3,TRUE,35,23.8,222
13634,BOG,BAQ,08:45,Domingo,145,Tormenta,Media,ATR 72,94.6,FALSE,33,0.6,41
17773,SCL,GRU,14:15,Miércoles,2620,Despejado,Alta,Boeing 757,50.9,FALSE,17,7.9,224
22668,EZE,IGR,14:30,Sábado,1100,Nublado,Media,Airbus A320neo,86.4,FALSE,23,7.4,111
28938,MVD,EZE,02:00,Domingo,210,Tormenta,Media,Embraer E190,57.3,FALSE,4,0.5,64
22406,EZE,GRU,19:30,Viernes,1760,Despejado,Baja,Boeing 737 MAX,83.9,FALSE,43,9.4,159
25809,PTY,MEX,11:45,Sábado,2280,Despejado,Baja,Boeing 737 MAX,71.7,FALSE,43,7.5,196
24238,JFK,BOG,03:00,Domingo,3930,Tormenta,Baja,Boeing 777,70.5,TRUE,39,4.3,316
26821,BOG,CLO,09:45,Viernes,300,Despejado,Baja,Airbus A320,91.7,TRUE,28,19.9,62
21574,EZE,AEP,15:30,Martes,35,Despejado,Media,ATR 72,71.8,TRUE,6,16.1,47
11732,CWB,GRU,08:45,Domingo,410,Nublado,Baja,ATR 72,83,FALSE,28,5.7,79
18240,LIM,BOG,16:15,Jueves,1890,Despejado,Alta,Airbus A320neo,62.3,FALSE,15,24.5,168
29315,BOG,GRU,15:00,Jueves,3940,Despejado,Alta,Airbus A330,43.7,FALSE,43,28.3,326
10698,EZE,TUC,09:45,Sábado,1230,Lluvia,Baja,Boeing 757,77,FALSE,10,28.3,138
11006,AEP,EZE,08:45,Sábado,35,Lluvia,Baja,ATR 72,51.7,FALSE,24,29.3,47
21513,BOG,UIO,15:45,Sábado,730,Despejado,Media,ATR 72,84.9,FALSE,33,25,78
18060,BOG,MDE,10:15,Sábado,235,Despejado,Alta,Boeing 737,84.3,FALSE,1,13.3,55
23020,CLO,BOG,13:30,Viernes,300,Despejado,Media,ATR 72,76.6,FALSE,36,5.6,57
22388,MDE,UIO,14:45,Lunes,960,Despejado,Media,Boeing 757,70.2,TRUE,45,26.4,104
15788,MDE,LIM,08:00,Martes,2100,Despejado,Media,Airbus A320neo,74.8,FALSE,24,19.2,205
22126,SCL,EZE,13:45,Lunes,1140,Despejado,Baja,Boeing 757,95.3,TRUE,17,13.2,117
19173,PEI,MDE,16:00,Jueves,140,Despejado,Media,Embraer E190,90.4,FALSE,25,10.9,44
11030,MDE,EZE,07:00,Jueves,4900,Despejado,Alta,Airbus A330,62.3,TRUE,22,7.7,393
22807,BOG,CCS,15:15,Viernes,1010,Nublado,Baja,Embraer E195,68.9,FALSE,33,28.7,124
17792,BOG,CLO,14:45,Miércoles,300,Despejado,Alta,ATR 72,41,FALSE,23,18.9,66
12936,EZE,COR,09:30,Domingo,695,Nublado,Alta,ATR 72,71.4,FALSE,16,29.2,79
19215,JFK,GRU,16:00,Viernes,7680,Tormenta,Baja,Boeing 777,78.8,TRUE,21,1.1,610
21763,GRU,GIG,15:00,Sábado,360,Tormenta,Baja,Embraer E190,33.1,TRUE,47,2.9,55
23313,BAQ,BOG,13:00,Jueves,145,Nublado,Baja,Airbus A320,67.7,FALSE,17,10,42
22103,CTG,BOG,12:15,Miércoles,135,Nublado,Media,Boeing 737,64.7,TRUE,29,13.8,57
22125,EZE,TUC,17:15,Jueves,1230,Tormenta,Baja,Airbus A320neo,47.6,TRUE,42,3.3,139
26764,MDE,UIO,10:30,Jueves,960,Nublado,Baja,Boeing 737 MAX,55.3,FALSE,43,15.4,98
17429,BOG,BAQ,15:30,Lunes,145,Despejado,Alta,ATR 72,56.6,FALSE,27,7.8,35
27495,PTY,UIO,00:45,Sábado,1420,Despejado,Media,Boeing 757,71.9,FALSE,9,7.8,133
28111,GRU,POA,14:45,Viernes,1110,Despejado,Media,Airbus A320neo,54.4,TRUE,34,27.3,128
20313,EZE,ASU,12:45,Domingo,1050,Tormenta,Media,Boeing 737 MAX,60.4,FALSE,46,4.9,99
12102,EZE,AEP,08:15,Viernes,35,Despejado,Media,Airbus A320,71.8,FALSE,1,13.4,40
25462,CCS,PTY,02:45,Miércoles,1010,Despejado,Media,Embraer E195,98.3,FALSE,48,20.6,97
10102,PEI,BOG,09:30,Domingo,265,Despejado,Alta,ATR 72,81,FALSE,11,26.6,56
21106,PTY,MIA,17:45,Viernes,2200,Nublado,Baja,Airbus A320neo,71.4,FALSE,24,14.3,202
19682,ROS,EZE,15:45,Sábado,295,Despejado,Media,Boeing 737,94.3,FALSE,25,27.8,56
21809,MIA,PTY,10:00,Jueves,2200,Lluvia,Media,Boeing 757,77.2,FALSE,23,14.1,200
14575,EZE,MIA,05:00,Viernes,7720,Despejado,Media,Airbus A330,38.8,FALSE,25,15.2,615
28736,MDE,CLO,03:30,Sábado,265,Despejado,Baja,Boeing 737,59,FALSE,23,15.2,57
17514,BOG,EZE,16:00,Domingo,4650,Nublado,Baja,Airbus A350,68.7,TRUE,16,16.5,382
18280,MEX,PTY,17:00,Lunes,2280,Lluvia,Media,Boeing 737 MAX,74.6,TRUE,29,18.2,210
23374,LIM,PTY,14:15,Jueves,2970,Despejado,Media,Boeing 737 MAX,66.3,TRUE,6,6.8,270
13847,GRU,FLN,07:00,Sábado,690,Niebla,Media,ATR 72,91.6,TRUE,25,0.3,97
11665,MDE,UIO,06:00,Miércoles,960,Despejado,Alta,Boeing 757,61.5,FALSE,37,24,105
29613,BGA,BOG,22:15,Miércoles,310,Despejado,Media,ATR 72,33.2,FALSE,24,9.8,57
23603,EZE,AEP,13:15,Jueves,35,Despejado,Alta,ATR 72,98.7,FALSE,30,19.4,36
11477,SCL,GRU,06:00,Sábado,2620,Lluvia,Alta,Boeing 737 MAX,43.9,FALSE,29,16.6,230
23537,BOG,CTG,13:45,Viernes,135,Despejado,Baja,Embraer E190,62.2,TRUE,11,27.9,43
