id_cliente,sexo,provincia,edad,ocupacion,cant_vuelos,clase_preferida,gasto_acumulado,gasto_acumulado_extra,programaMillas,cantidad_millas,ingreso_mensual,anticipacion_compra_promedio,canal_compra,cluster
43163.0,M,Mendoza,25.0,Médico,20.0,Económica,3422.68,378.98,No,0.0,7018.0,21.0,App,0
43164.0,M,Herrera,50.0,Arquitecto,21.0,Económica,3581.87,151.64,No,0.0,2536.0,13.0,Agencia,0
43165.0,M,CABA,61.0,Empleado,5.0,Económica,820.25,158.99,No,0.0,1899.0,27.0,Agencia,0
43166.0,F,Veraguas,32.0,Empleado,22.0,Económica,4603.14,509.54,No,0.0,1645.0,5.0,Web,0
43167.0,M,Pernambuco,38.0,Arquitecto,10.0,Económica,2736.45,615.44,No,0.0,1894.0,10.0,App,0
43169.0,M,Santa Fe,46.0,Otro,21.0,Económica,3820.26,192.09,No,0.0,2075.0,21.0,Web,0
43170.0,F,Santander,21.0,Estudiante,2.0,Económica,274.86,49.58,No,0.0,855.0,61.0,Web,0
43171.0,F,Buenos Aires,27.0,Profesional independiente,1.0,Ejecutiva,590.83,87.88,No,0.0,2015.0,5.0,App,0
43172.0,F,Santa Fe,51.0,Empleado,7.0,Económica,1960.59,335.8,No,0.0,2338.0,32.0,App,0
43173.0,M,Atlántico,63.0,Empleado,21.0,Ejecutiva,8426.74,1336.8,No,0.0,3089.0,6.0,App,0
43174.0,M,Atlántico,29.0,Empleado,9.0,Económica,2530.98,629.55,No,0.0,1334.0,2.0,Web,0
43175.0,M,Salta,27.0,Empleado,12.0,Económica,2992.12,152.89,No,0.0,3517.0,8.0,Web,0
43176.0,M,Nariño,30.0,Arquitecto,17.0,Económica,4418.47,1047.74,No,0.0,6088.0,5.0,Web,0
43177.0,F,Chiriquí,53.0,Profesional independiente,22.0,Ejecutiva,8587.0,1547.86,No,0.0,6504.0,32.0,Agencia,0
43178.0,F,Pernambuco,28.0,Docente,3.0,Económica,681.3,86.3,No,0.0,1081.0,12.0,Agencia,0
43179.0,M,Atlántico,39.0,Empleado,6.0,Económica,2037.34,381.44,No,0.0,1425.0,0.0,App,0
43181.0,M,Salta,29.0,Empleado,3.0,Económica,869.45,61.13,No,0.0,683.0,10.0,Web,0
43182.0,F,Entre Ríos,45.0,Docente,20.0,Económica,1915.61,438.02,No,0.0,1114.0,1.0,Web,0
43183.0,F,Tolima,33.0,Ingeniero,9.0,Ejecutiva,7622.17,1359.41,No,0.0,8772.0,15.0,Agencia,0
43184.0,F,Panamá,25.0,Ingeniero,1.0,Ejecutiva,889.88,128.37,No,0.0,5437.0,14.0,App,0
43185.0,M,Bahia,31.0,Comerciante,23.0,Económica,3208.7,445.44,No,0.0,2134.0,7.0,Web,0
43186.0,No binario,Buenos Aires,33.0,Profesional independiente,14.0,Económica,1872.24,245.65,No,0.0,974.0,25.0,Web,0
43187.0,F,Bahia,29.0,Comerciante,17.0,Ejecutiva,6462.94,1582.37,No,0.0,1146.0,17.0,App,0
43188.0,F,Nariño,31.0,Empleado,9.0,Económica,1286.2,65.45,No,0.0,700.0,21.0,Web,0
43190.0,F,Los Santos,60.0,Docente,21.0,Económica,6737.48,450.08,No,0.0,1488.0,6.0,Web,0
43191.0,M,Paraná,32.0,Arquitecto,16.0,Económica,2781.53,386.93,No,0.0,2658.0,34.0,Aeropuerto,0
43192.0,M,Antioquia,69.0,Jubilado,9.0,Económica,1052.86,138.44,No,0.0,2356.0,65.0,Aeropuerto,0
43193.0,F,Antioquia,71.0,Comerciante,9.0,Económica,1708.99,143.01,No,0.0,1954.0,19.0,Web,0
43194.0,M,Chaco,41.0,Arquitecto,10.0,Económica,3039.94,476.22,No,0.0,4695.0,25.0,App,0
43195.0,M,Minas Gerais,31.0,Contador,23.0,Primera clase,49348.33,3326.05,No,0.0,4919.0,16.0,Web,1
43196.0,F,Mendoza,30.0,Comerciante,23.0,Económica,3009.32,271.48,No,0.0,1115.0,6.0,App,0
43197.0,M,Atlántico,68.0,Otro,15.0,Económica,2464.67,601.56,No,0.0,2390.0,25.0,Web,0
43199.0,M,Pernambuco,49.0,Docente,21.0,Ejecutiva,7099.39,285.33,No,0.0,926.0,26.0,Aeropuerto,0
43200.0,F,Bolívar,46.0,Empleado,14.0,Ejecutiva,5114.08,907.33,No,0.0,696.0,21.0,App,0
43201.0,F,Entre Ríos,38.0,Abogado,21.0,Ejecutiva,11449.21,743.74,No,0.0,13612.0,26.0,App,0
43202.0,M,Mendoza,45.0,Arquitecto,22.0,Económica,7971.52,1411.39,No,0.0,3555.0,15.0,App,0
43203.0,F,Veraguas,46.0,Ingeniero,22.0,Ejecutiva,17883.88,934.58,No,0.0,4034.0,24.0,Web,0
43205.0,M,São Paulo,21.0,Estudiante,4.0,Ejecutiva,2259.09,325.22,No,0.0,300.0,92.0,App,0
43207.0,F,Pernambuco,41.0,Deportista,39.0,Ejecutiva,8430.75,1788.97,No,0.0,5684.0,12.0,Agencia,0
43208.0,M,CABA,44.0,Otro,24.0,Económica,2767.4,481.25,No,0.0,1064.0,34.0,Aeropuerto,0
43210.0,M,Salta,52.0,Empleado,21.0,Económica,3992.5,988.84,No,0.0,1640.0,15.0,App,0
43212.0,M,Antioquia,37.0,Otro,7.0,Económica,979.52,232.85,No,0.0,1424.0,17.0,Web,0
43213.0,F,Tucumán,18.0,Empleado,17.0,Económica,2567.51,227.6,No,0.0,2171.0,15.0,App,0
43215.0,M,CABA,23.0,Empleado,19.0,Económica,2685.78,552.17,No,0.0,805.0,2.0,App,0
43216.0,M,Córdoba,36.0,Médico,26.0,Primera clase,19018.06,3939.87,No,0.0,7842.0,0.0,Web,0
43217.0,M,Santa Fe,27.0,Ejecutivo,26.0,Ejecutiva,13206.82,1034.89,No,0.0,6718.0,14.0,Aeropuerto,0
43218.0,F,Buenos Aires,27.0,Contador,1.0,Económica,142.77,30.77,No,0.0,3229.0,7.0,App,0
43219.0,M,Entre Ríos,18.0,Empleado,7.0,Económica,1151.67,174.62,No,0.0,1281.0,9.0,Web,0
43220.0,M,Cundinamarca,43.0,Médico,23.0,Económica,4524.71,815.18,No,0.0,2789.0,14.0,App,0
43221.0,M,Chaco,39.0,Empleado,20.0,Económica,5189.56,438.06,No,0.0,1218.0,14.0,Web,0
43222.0,M,Mendoza,44.0,Empleado,21.0,Económica,6326.6,314.46,No,0.0,1565.0,18.0,Agencia,0
43223.0,F,Misiones,35.0,Empleado,1.0,Económica,174.49,15.56,No,0.0,1951.0,1.0,Web,0
43225.0,M,Buenos Aires,28.0,Ejecutivo,29.0,Económica,3263.07,719.73,No,0.0,3538.0,0.0,Aeropuerto,0
43226.0,M,Bolívar,35.0,Ejecutivo,49.0,Económica,14251.58,3288.84,No,0.0,2581.0,4.0,App,0
43227.0,F,Buenos Aires,40.0,Abogado,13.0,Económica,1325.12,55.51,No,0.0,7706.0,7.0,App,0
43228.0,F,Herrera,38.0,Docente,3.0,Económica,364.37,17.53,No,0.0,618.0,6.0,Web,0
43229.0,M,Santander,32.0,Ingeniero,17.0,Económica,3701.53,683.31,No,0.0,1681.0,31.0,App,0
43230.0,M,Misiones,31.0,Abogado,10.0,Ejecutiva,2691.93,347.14,No,0.0,4753.0,0.0,App,0
43231.0,F,Paraná,39.0,Empleado,11.0,Económica,3153.09,620.76,No,0.0,1762.0,9.0,Aeropuerto,0
43232.0,M,CABA,33.0,Profesional independiente,4.0,Ejecutiva,1784.4,101.46,No,0.0,2197.0,7.0,Agencia,0
43234.0,M,Buenos Aires,18.0,Otro,8.0,Económica,1999.77,277.35,No,0.0,1479.0,2.0,Agencia,0
43236.0,F,Misiones,43.0,Contador,16.0,Económica,4163.57,218.27,No,0.0,2754.0,12.0,Web,0
43237.0,M,Atlántico,27.0,Médico,21.0,Ejecutiva,12726.59,3077.06,No,0.0,6065.0,27.0,App,0
43240.0,F,Los Santos,49.0,Docente,9.0,Económica,3280.35,154.8,No,0.0,946.0,18.0,Agencia,0
43241.0,M,Cundinamarca,53.0,Empleado,6.0,Económica,699.33,136.54,No,0.0,1199.0,73.0,Agencia,0
43242.0,M,Cundinamarca,36.0,Abogado,3.0,Ejecutiva,1382.1,330.63,No,0.0,4179.0,0.0,Web,0
43243.0,M,Antioquia,44.0,Arquitecto,6.0,Económica,712.69,101.2,No,0.0,4651.0,3.0,Web,0
43244.0,F,Entre Ríos,40.0,Ingeniero,17.0,Ejecutiva,11506.57,2655.16,No,0.0,5368.0,17.0,Web,0
43245.0,F,CABA,33.0,Empleado,6.0,Económica,1069.49,128.8,No,0.0,526.0,8.0,Web,0
43246.0,M,Salta,29.0,Docente,1.0,Económica,173.55,27.01,No,0.0,786.0,5.0,Web,0
43247.0,M,Minas Gerais,18.0,Empleado,15.0,Económica,2885.62,700.42,No,0.0,1014.0,12.0,App,0
43250.0,F,Santa Fe,32.0,Docente,21.0,Económica,4639.16,282.88,No,0.0,1783.0,29.0,Web,0
43251.0,M,Entre Ríos,39.0,Empleado,2.0,Económica,326.35,76.54,No,0.0,2620.0,37.0,Agencia,0
43252.0,M,Rio Grande do Sul,40.0,Empleado,1.0,Económica,181.67,11.42,No,0.0,1178.0,7.0,App,0
43253.0,F,Cundinamarca,55.0,Contador,9.0,Económica,1919.34,227.02,No,0.0,2092.0,29.0,Agencia,0
43256.0,F,Mendoza,31.0,Docente,11.0,Económica,3867.2,647.08,No,0.0,1599.0,41.0,App,0
43258.0,F,Panamá,27.0,Otro,6.0,Económica,1803.48,243.22,No,0.0,2093.0,31.0,Aeropuerto,0
43259.0,No binario,Córdoba,71.0,Jubilado,10.0,Económica,1889.22,250.73,No,0.0,779.0,0.0,Web,0
43261.0,M,Nariño,34.0,Empresario,35.0,Ejecutiva,17152.14,1323.33,No,0.0,6429.0,28.0,Web,0
43263.0,M,Valle del Cauca,34.0,Profesional independiente,16.0,Económica,2614.13,527.87,No,0.0,2006.0,14.0,Web,0
43265.0,M,São Paulo,26.0,Arquitecto,4.0,Económica,1508.19,100.42,No,0.0,2457.0,7.0,Web,0
43266.0,F,Chaco,62.0,Empleado,2.0,Económica,184.08,20.78,No,0.0,1470.0,25.0,Web,0
43267.0,F,Santander,44.0,Empleado,2.0,Económica,454.76,82.49,No,0.0,3650.0,21.0,Web,0
43268.0,F,Tolima,42.0,Empresario,58.0,Económica,8939.27,404.33,No,0.0,3054.0,19.0,App,0
43269.0,M,CABA,43.0,Abogado,7.0,Ejecutiva,4286.99,759.62,No,0.0,5839.0,18.0,Aeropuerto,0
43270.0,F,Mendoza,37.0,Otro,15.0,Económica,1959.96,207.09,No,0.0,1415.0,10.0,Web,0
43271.0,M,Panamá,43.0,Comerciante,22.0,Económica,4986.6,635.77,No,0.0,3494.0,64.0,App,0
43272.0,F,Rio Grande do Sul,25.0,Comerciante,14.0,Económica,3003.94,214.39,No,0.0,3966.0,26.0,App,0
43273.0,M,Atlántico,35.0,Comerciante,23.0,Económica,3378.52,139.17,No,0.0,1078.0,5.0,Web,0
43275.0,F,Córdoba,40.0,Docente,5.0,Económica,1661.8,365.72,No,0.0,987.0,11.0,Web,0
43276.0,F,Antioquia,29.0,Empleado,2.0,Económica,751.98,154.78,No,0.0,736.0,16.0,Aeropuerto,0
43277.0,F,CABA,29.0,Ingeniero,7.0,Económica,2288.2,177.87,No,0.0,3631.0,22.0,Web,0
43280.0,F,Nariño,31.0,Contador,16.0,Económica,5416.0,1004.13,No,0.0,3892.0,0.0,App,0
43281.0,M,Tolima,42.0,Arquitecto,12.0,Económica,3082.82,505.23,No,0.0,2192.0,35.0,App,0
43282.0,M,Tolima,18.0,Empleado,12.0,Económica,1062.29,202.79,No,0.0,2765.0,12.0,Web,0
43285.0,F,Santa Fe,36.0,Abogado,1.0,Económica,307.76,57.46,No,0.0,5015.0,44.0,Web,0
43286.0,F,Buenos Aires,29.0,Empleado,20.0,Económica,2033.45,184.7,No,0.0,1405.0,18.0,App,0
43287.0,F,Tolima,43.0,Empresario,11.0,Económica,2137.19,104.22,No,0.0,2881.0,11.0,Web,0
43288.0,M,Mendoza,36.0,Otro,5.0,Económica,1495.8,81.38,No,0.0,908.0,0.0,Web,0
43290.0,M,Santander,29.0,Empleado,21.0,Económica,3823.15,650.94,No,0.0,1128.0,15.0,App,0
43292.0,M,Córdoba,41.0,Empresario,33.0,Económica,7382.66,655.93,No,0.0,3478.0,8.0,Agencia,0
43293.0,M,Veraguas,32.0,Empleado,21.0,Económica,3524.33,795.95,No,0.0,1103.0,1.0,App,0
43295.0,M,Córdoba,55.0,Profesional independiente,19.0,Ejecutiva,11638.08,955.99,No,0.0,1138.0,46.0,App,0
43296.0,F,Nariño,39.0,Empresario,51.0,Económica,14557.68,3609.89,No,0.0,11834.0,48.0,Web,1
43297.0,F,CABA,23.0,Otro,21.0,Económica,2135.94,223.11,No,0.0,2679.0,12.0,App,0
43298.0,M,Buenos Aires,32.0,Empresario,46.0,Ejecutiva,23988.86,3935.38,No,0.0,4772.0,13.0,Web,1
43299.0,F,Nariño,50.0,Empresario,17.0,Económica,5221.6,478.83,No,0.0,4809.0,3.0,App,0
43301.0,M,Córdoba,41.0,Docente,12.0,Económica,3400.18,478.18,No,0.0,645.0,54.0,Agencia,0
43303.0,M,Misiones,39.0,Empleado,21.0,Económica,7370.43,1189.74,No,0.0,1708.0,10.0,Aeropuerto,0
43304.0,F,Salta,30.0,Profesional independiente,22.0,Económica,4707.51,361.57,No,0.0,1917.0,18.0,Aeropuerto,0
43305.0,F,Chiriquí,49.0,Docente,15.0,Económica,4986.06,805.94,No,0.0,1549.0,3.0,Web,0
43306.0,F,Veraguas,44.0,Empleado,15.0,Económica,3293.27,736.97,No,0.0,2033.0,2.0,Web,0
43307.0,M,Chaco,42.0,Comerciante,12.0,Económica,3088.31,490.54,No,0.0,3269.0,5.0,Web,0
43308.0,M,Veraguas,59.0,Empleado,7.0,Económica,723.54,39.7,No,0.0,1430.0,3.0,Agencia,0
43309.0,F,Tucumán,30.0,Arquitecto,10.0,Económica,3471.73,583.46,No,0.0,2656.0,6.0,Web,0
43310.0,M,Los Santos,40.0,Empleado,22.0,Económica,7656.43,1778.79,No,0.0,1366.0,0.0,Web,0
43311.0,M,Antioquia,57.0,Arquitecto,14.0,Económica,1992.17,145.22,No,0.0,1953.0,23.0,Aeropuerto,0
43312.0,F,Bolívar,41.0,Profesional independiente,17.0,Ejecutiva,7671.58,1573.94,No,0.0,1534.0,3.0,Web,0
43313.0,M,Misiones,39.0,Empresario,13.0,Ejecutiva,8346.14,623.42,No,0.0,7193.0,7.0,Web,0
43314.0,F,Santa Fe,36.0,Médico,5.0,Económica,1430.89,259.72,No,0.0,8860.0,15.0,Web,0
43316.0,F,Salta,46.0,Ingeniero,11.0,Económica,1971.48,281.17,No,0.0,2734.0,4.0,Web,0
43317.0,M,Bahia,36.0,Empleado,7.0,Económica,2177.77,150.51,No,0.0,1041.0,8.0,Web,0
43319.0,F,Santander,36.0,Otro,16.0,Económica,2051.87,234.99,No,0.0,1925.0,29.0,Web,0
43320.0,M,Mendoza,25.0,Comerciante,12.0,Económica,1499.51,113.8,No,0.0,1197.0,6.0,App,0
43321.0,M,Valle del Cauca,35.0,Ejecutivo,54.0,Económica,8690.54,1018.95,No,0.0,4297.0,12.0,App,0
43323.0,M,Nariño,45.0,Profesional independiente,8.0,Económica,3125.54,633.79,No,0.0,1861.0,3.0,Aeropuerto,0
43324.0,M,CABA,34.0,Docente,22.0,Económica,5698.84,1249.62,No,0.0,1032.0,65.0,App,0
43325.0,F,Entre Ríos,20.0,Estudiante,7.0,Económica,773.63,75.03,No,0.0,938.0,24.0,App,0
43326.0,M,Chaco,74.0,Jubilado,5.0,Económica,757.69,109.03,No,0.0,1088.0,13.0,Web,0
43327.0,M,Antioquia,39.0,Empleado,23.0,Económica,4394.51,720.96,No,0.0,1031.0,38.0,App,0
43328.0,M,Los Santos,58.0,Profesional independiente,21.0,Económica,6921.56,1659.73,No,0.0,2278.0,21.0,Agencia,0
43329.0,M,Nariño,52.0,Profesional independiente,20.0,Económica,1581.49,247.48,No,0.0,1745.0,22.0,Web,0
43330.0,F,Misiones,37.0,Profesional independiente,13.0,Económica,3933.03,562.09,No,0.0,1368.0,15.0,App,0
43331.0,F,Colón,27.0,Médico,18.0,Primera clase,15859.32,1346.15,No,0.0,10521.0,3.0,Web,0
43332.0,F,Chaco,40.0,Ingeniero,11.0,Ejecutiva,6172.64,1063.16,No,0.0,3710.0,8.0,App,0
43333.0,M,Panamá,37.0,Empresario,28.0,Ejecutiva,8314.55,491.34,No,0.0,7197.0,11.0,Web,0
43335.0,F,Atlántico,41.0,Contador,21.0,Ejecutiva,9061.03,1036.57,No,0.0,1356.0,8.0,Aeropuerto,0
43336.0,M,Veraguas,43.0,Empleado,9.0,Económica,2242.48,544.63,No,0.0,1569.0,47.0,Agencia,0
43337.0,F,Mendoza,39.0,Empleado,6.0,Económica,796.32,185.65,No,0.0,1014.0,15.0,Web,0
43339.0,M,Buenos Aires,31.0,Empleado,24.0,Económica,2491.28,577.93,No,0.0,2039.0,0.0,App,0
43340.0,M,Nariño,38.0,Empleado,8.0,Económica,1636.25,202.93,No,0.0,1226.0,5.0,Web,0
43341.0,M,Cundinamarca,38.0,Profesional independiente,6.0,Ejecutiva,3469.87,824.85,No,0.0,4309.0,25.0,App,0
43342.0,M,Rio de Janeiro,24.0,Empleado,23.0,Ejecutiva,5921.44,638.03,No,0.0,1479.0,68.0,App,0
43343.0,M,Tucumán,52.0,Médico,14.0,Primera clase,12214.63,966.51,No,0.0,3503.0,86.0,Web,0
43344.0,M,Santander,31.0,Comerciante,19.0,Económica,4157.47,911.86,No,0.0,1494.0,17.0,Web,0
43345.0,F,Salta,53.0,Otro,19.0,Económica,1779.11,368.53,No,0.0,1092.0,9.0,Web,0
43346.0,F,Entre Ríos,29.0,Abogado,19.0,Ejecutiva,14035.25,1432.61,No,0.0,3713.0,10.0,App,0
43347.0,M,Santa Fe,29.0,Empresario,37.0,Ejecutiva,22293.71,4941.95,No,0.0,5358.0,36.0,Web,1
43348.0,M,Valle del Cauca,52.0,Otro,6.0,Económica,1467.46,163.86,No,0.0,3989.0,11.0,Web,0
43349.0,M,Bolívar,39.0,Abogado,2.0,Económica,434.56,95.77,No,0.0,10994.0,10.0,Web,0
43350.0,M,Bolívar,46.0,Empleado,18.0,Económica,4101.94,563.19,No,0.0,1830.0,10.0,Agencia,0
43351.0,M,Santa Fe,29.0,Docente,12.0,Económica,3221.56,531.75,No,0.0,1064.0,0.0,Web,0
43353.0,F,Antioquia,44.0,Docente,13.0,Económica,1179.62,148.02,No,0.0,1266.0,8.0,Web,0
43354.0,M,Buenos Aires,31.0,Arquitecto,5.0,Económica,692.93,55.35,No,0.0,3434.0,2.0,Web,0
43355.0,M,Buenos Aires,41.0,Ejecutivo,37.0,Ejecutiva,22224.92,4961.69,No,0.0,6197.0,0.0,Aeropuerto,1
43356.0,M,Misiones,31.0,Profesional independiente,12.0,Ejecutiva,5628.67,1114.1,No,0.0,1837.0,24.0,Web,0
43357.0,M,Tucumán,25.0,Docente,5.0,Económica,629.21,118.6,No,0.0,950.0,15.0,Web,0
43358.0,F,Panamá,27.0,Deportista,68.0,Económica,6155.66,1178.92,No,0.0,1774.0,34.0,App,0
43359.0,M,Los Santos,53.0,Abogado,4.0,Económica,320.44,70.64,No,0.0,4503.0,4.0,App,0
43360.0,M,Córdoba,43.0,Empleado,24.0,Económica,6218.73,710.98,No,0.0,2217.0,14.0,Aeropuerto,0
43361.0,F,Atlántico,40.0,Empleado,10.0,Económica,1041.17,233.05,No,0.0,1714.0,6.0,Aeropuerto,0
43362.0,M,Valle del Cauca,33.0,Otro,13.0,Económica,3830.62,599.81,No,0.0,1189.0,124.0,Agencia,0
43364.0,M,Chiriquí,43.0,Empleado,1.0,Económica,249.77,11.76,No,0.0,1290.0,30.0,Agencia,0
43366.0,F,Tucumán,53.0,Profesional independiente,4.0,Económica,800.73,69.69,No,0.0,4757.0,11.0,Web,0
43368.0,F,CABA,36.0,Empleado,4.0,Ejecutiva,2200.8,207.53,No,0.0,2696.0,54.0,Web,0
43370.0,F,Rio de Janeiro,29.0,Abogado,6.0,Ejecutiva,3757.93,690.4,No,0.0,7185.0,16.0,App,0
43371.0,F,Santander,28.0,Ejecutivo,58.0,Económica,18415.97,3450.02,No,0.0,5159.0,0.0,Web,1
43372.0,F,Chaco,21.0,Estudiante,5.0,Ejecutiva,4452.75,634.51,No,0.0,505.0,2.0,Web,0
43373.0,M,Salta,48.0,Profesional independiente,23.0,Ejecutiva,10897.96,733.01,No,0.0,2334.0,5.0,Aeropuerto,0
43374.0,F,Córdoba,27.0,Deportista,74.0,Primera clase,110102.1,17418.73,No,0.0,4505.0,6.0,App,1
43375.0,F,Rio de Janeiro,19.0,Estudiante,2.0,Económica,367.14,48.36,No,0.0,396.0,60.0,App,0
43376.0,F,Misiones,18.0,Estudiante,5.0,Económica,1402.45,76.31,No,0.0,430.0,0.0,Agencia,0
43377.0,No binario,Córdoba,55.0,Deportista,34.0,Económica,4290.76,918.82,No,0.0,765.0,7.0,Agencia,0
43378.0,M,Rio de Janeiro,42.0,Docente,13.0,Económica,1793.08,251.1,No,0.0,1345.0,0.0,Aeropuerto,0
43381.0,M,Córdoba,57.0,Empleado,22.0,Económica,5630.66,306.46,No,0.0,1677.0,50.0,App,0
43382.0,F,Antioquia,44.0,Comerciante,9.0,Económica,1841.11,169.57,No,0.0,2333.0,10.0,Agencia,0
43383.0,M,Los Santos,29.0,Empleado,11.0,Económica,2879.03,423.79,No,0.0,1188.0,7.0,App,0
43384.0,F,São Paulo,46.0,Ingeniero,2.0,Económica,299.3,27.9,No,0.0,2974.0,1.0,App,0
43385.0,M,Cundinamarca,20.0,Estudiante,4.0,Económica,1528.53,218.89,No,0.0,300.0,18.0,Web,0
43386.0,F,São Paulo,44.0,Docente,1.0,Económica,250.31,20.32,No,0.0,652.0,7.0,Web,0
43387.0,F,Valle del Cauca,28.0,Empresario,24.0,Ejecutiva,14671.79,1726.3,No,0.0,11022.0,1.0,Web,0
43389.0,F,Pernambuco,43.0,Ingeniero,10.0,Ejecutiva,4485.04,396.04,No,0.0,3584.0,2.0,Agencia,0
43390.0,M,Mendoza,43.0,Docente,18.0,Económica,3879.0,800.62,No,0.0,1459.0,48.0,Web,0
43394.0,F,Cundinamarca,37.0,Médico,20.0,Económica,4564.94,262.47,No,0.0,4326.0,21.0,Web,0
43397.0,M,Nariño,55.0,Empleado,3.0,Ejecutiva,2119.19,229.28,No,0.0,902.0,37.0,Web,0
43398.0,F,Paraná,56.0,Ingeniero,20.0,Económica,5796.33,1373.17,No,0.0,3099.0,7.0,Agencia,0
43399.0,F,Santander,21.0,Empleado,24.0,Económica,8580.58,1341.57,No,0.0,2523.0,4.0,Web,0
43401.0,M,Cundinamarca,23.0,Empleado,16.0,Económica,4598.69,1043.51,No,0.0,1801.0,20.0,Web,0
43403.0,F,Los Santos,21.0,Estudiante,7.0,Económica,2252.63,127.51,No,0.0,350.0,18.0,Web,0
43404.0,M,Misiones,43.0,Profesional independiente,23.0,Económica,4532.92,185.53,No,0.0,2796.0,17.0,App,0
43406.0,M,Chaco,25.0,Empleado,16.0,Económica,1530.83,362.62,No,0.0,1395.0,9.0,Web,0
43407.0,F,Panamá,65.0,Jubilado,8.0,Económica,1712.4,365.27,No,0.0,923.0,2.0,Web,0
43408.0,F,Entre Ríos,43.0,Profesional independiente,21.0,Económica,5747.4,1425.88,No,0.0,3486.0,22.0,App,0
43409.0,M,Córdoba,58.0,Profesional independiente,22.0,Económica,4943.93,1039.78,No,0.0,1100.0,0.0,App,0
43411.0,F,Pernambuco,21.0,Estudiante,5.0,Económica,944.88,159.73,No,0.0,498.0,14.0,App,0
43412.0,M,Chaco,30.0,Empleado,9.0,Económica,1971.79,460.88,No,0.0,1177.0,8.0,App,0
43414.0,F,Rio Grande do Sul,42.0,Comerciante,1.0,Económica,225.44,40.0,No,0.0,989.0,31.0,Web,0
43416.0,M,Minas Gerais,23.0,Estudiante,3.0,Económica,933.64,137.31,No,0.0,300.0,10.0,Web,0
43419.0,F,Entre Ríos,48.0,Ingeniero,16.0,Económica,5490.94,655.48,No,0.0,3820.0,2.0,Web,0
43420.0,M,Santander,39.0,Empleado,4.0,Económica,1169.71,124.22,No,0.0,1658.0,13.0,Agencia,0
43421.0,M,Chaco,54.0,Médico,16.0,Económica,2254.59,201.97,No,0.0,5777.0,48.0,Agencia,0
43423.0,M,Tolima,39.0,Empleado,24.0,Económica,5052.74,504.43,No,0.0,1344.0,10.0,Aeropuerto,0
43424.0,M,Cundinamarca,33.0,Profesional independiente,5.0,Económica,1176.15,111.42,No,0.0,1244.0,20.0,Agencia,0
43425.0,F,Santa Fe,52.0,Profesional independiente,20.0,Económica,6161.44,1480.81,No,0.0,1652.0,41.0,Web,0
43426.0,M,São Paulo,39.0,Profesional independiente,4.0,Ejecutiva,1782.25,244.3,No,0.0,5426.0,12.0,App,0
43427.0,F,Buenos Aires,50.0,Empleado,1.0,Económica,224.53,48.3,No,0.0,1483.0,1.0,Aeropuerto,0
43430.0,M,Chiriquí,41.0,Comerciante,4.0,Económica,1124.94,280.15,No,0.0,2661.0,26.0,Aeropuerto,0
43431.0,M,Chaco,53.0,Profesional independiente,11.0,Ejecutiva,4508.63,602.67,No,0.0,2989.0,23.0,Web,0
43432.0,M,Santa Fe,55.0,Docente,19.0,Económica,3546.01,502.03,No,0.0,934.0,14.0,Agencia,0
43433.0,M,CABA,46.0,Ejecutivo,62.0,Ejecutiva,26468.57,1406.21,No,0.0,4019.0,4.0,Aeropuerto,1
43434.0,M,Salta,48.0,Profesional independiente,15.0,Ejecutiva,9768.65,813.67,No,0.0,1443.0,7.0,Web,0
43437.0,F,Entre Ríos,47.0,Empleado,21.0,Económica,2976.54,688.28,No,0.0,2449.0,10.0,App,0
43438.0,F,Atlántico,32.0,Empleado,14.0,Económica,1330.19,98.46,No,0.0,1149.0,24.0,Agencia,0
43441.0,M,Santa Fe,24.0,Arquitecto,7.0,Económica,2581.7,321.99,No,0.0,2440.0,4.0,App,0
43442.0,F,Misiones,36.0,Ingeniero,24.0,Económica,3828.96,611.95,No,0.0,3032.0,17.0,App,0
43444.0,M,Entre Ríos,36.0,Comerciante,5.0,Económica,1246.37,60.61,No,0.0,2670.0,34.0,Web,0
43445.0,M,Santander,53.0,Docente,2.0,Económica,742.8,139.65,No,0.0,1322.0,74.0,App,0
43446.0,M,Tucumán,31.0,Profesional independiente,15.0,Ejecutiva,3753.14,204.62,No,0.0,10819.0,10.0,App,0
43447.0,F,Entre Ríos,36.0,Empleado,2.0,Ejecutiva,710.97,47.55,No,0.0,2746.0,15.0,App,0
43449.0,F,São Paulo,69.0,Jubilado,7.0,Económica,1558.82,358.3,No,0.0,814.0,10.0,Agencia,0
43450.0,M,Tolima,28.0,Empleado,22.0,Económica,6609.4,1068.79,No,0.0,768.0,3.0,App,0
43451.0,M,Veraguas,27.0,Empleado,12.0,Económica,1419.37,105.46,No,0.0,1320.0,1.0,Aeropuerto,0
43452.0,F,Tucumán,26.0,Médico,27.0,Económica,9431.06,786.52,No,0.0,6517.0,11.0,Web,0
43453.0,M,Misiones,37.0,Profesional independiente,7.0,Ejecutiva,3494.14,235.27,No,0.0,4184.0,70.0,Web,0
43454.0,M,Bolívar,56.0,Docente,11.0,Económica,1650.73,75.87,No,0.0,720.0,13.0,App,0
43455.0,M,Misiones,18.0,Empleado,22.0,Económica,6404.33,768.91,No,0.0,1615.0,15.0,App,0
43456.0,M,Chiriquí,46.0,Contador,4.0,Económica,327.12,57.53,No,0.0,2882.0,7.0,Web,0
43457.0,F,Tucumán,40.0,Contador,22.0,Económica,3686.45,173.37,No,0.0,4878.0,28.0,App,0
