id_cliente,sexo,provincia,edad,ocupacion,cant_vuelos,clase_preferida,gasto_acumulado,gasto_acumulado_extra,programaMillas,cantidad_millas,ingreso_mensual,anticipacion_compra_promedio,canal_compra
21754,M,Santa Fe,32,Médico,12,Primera clase,11682.64,906.36,No,0,11967,37,App
21760,M,Mendoza,47,Médico,19,Primera clase,30558.64,4395.38,No,0,14382,12,Agencia
21791,F,Herrera,33,Empresario,41,Ejecutiva,17248.91,2385.16,Sí,77081,32516,18,Web
21827,F,Córdoba,34,Empresario,44,Económica,8617.99,1761.11,No,0,8940,9,App
21837,M,Misiones,32,Empresario,42,Ejecutiva,30098.2,2246.84,No,0,11172,4,App
21840,F,Herrera,32,Empleado,23,Ejecutiva,15747.07,3441.63,Sí,56743,913,41,Web
21842,M,Herrera,40,Ejecutivo,18,Ejecutiva,11174.54,1649.8,No,0,8432,4,App
21847,M,Pernambuco,51,Ejecutivo,61,Ejecutiva,30484.75,3310.38,No,0,10578,8,Web
21860,M,Misiones,31,Ejecutivo,74,Ejecutiva,41280.36,8689.06,Sí,94504,3486,10,Aeropuerto
21862,F,Santa Fe,26,Médico,16,Ejecutiva,7813.92,456.91,No,0,8806,2,Aeropuerto
21881,F,Salta,40,Ejecutivo,75,Económica,21210.58,4423.37,Sí,49459,3087,13,Web
21883,F,Mendoza,49,Empresario,15,Ejecutiva,10539.53,1315.12,Sí,41370,9409,4,Web
21891,M,Buenos Aires,25,Ejecutivo,52,Ejecutiva,21802.91,3162.08,Sí,51445,5900,4,App
21899,M,Santa Fe,46,Empresario,33,Ejecutiva,11698.15,2726.39,No,0,12317,4,App
21907,F,Córdoba,41,Ejecutivo,55,Primera clase,127696.36,7492.82,No,0,4543,40,App
21909,F,Santa Fe,40,Empresario,57,Ejecutiva,45632.83,10610.36,No,0,5353,25,Aeropuerto
21910,M,Mendoza,44,Empresario,58,Económica,5637.83,846.62,Sí,50103,5439,25,App
21912,M,Mendoza,43,Ejecutivo,74,Ejecutiva,57250.4,12140.55,Sí,68515,8372,13,App
21915,F,Santander,45,Médico,28,Ejecutiva,9291.79,1133.73,No,0,10746,70,Web
21916,M,Minas Gerais,42,Empresario,16,Ejecutiva,6838.11,808.5,Sí,17658,8756,25,Web
21917,M,Bolívar,29,Ejecutivo,76,Ejecutiva,30694.31,2164.88,Sí,127783,4996,11,App
21924,M,Córdoba,38,Empresario,35,Ejecutiva,10229.05,438.47,No,0,18197,4,App
21949,F,São Paulo,61,Ejecutivo,58,Económica,6332.24,857.05,Sí,57773,3140,12,App
21951,M,Cundinamarca,55,Deportista,70,Económica,9487.91,1672.5,Sí,62053,2147,106,Agencia
21956,M,Córdoba,41,Profesional independiente,20,Primera clase,32346.03,2888.94,No,0,3545,58,Web
21962,F,Minas Gerais,45,Arquitecto,14,Primera clase,32770.16,2820.62,No,0,6725,73,App
21968,M,Rio de Janeiro,48,Médico,15,Ejecutiva,9667.25,1956.81,No,0,10561,23,Web
21969,M,Atlántico,48,Empresario,42,Primera clase,53613.2,2645.81,Sí,135797,8535,16,Web
21980,F,Colón,28,Empresario,47,Ejecutiva,26737.18,3745.25,Sí,116967,4024,14,Web
21982,F,Tucumán,37,Ingeniero,19,Primera clase,27680.67,5765.62,No,0,5016,2,App
22020,M,Buenos Aires,27,Empresario,49,Primera clase,68589.41,7846.46,Sí,207369,16415,58,App
22037,F,Chaco,44,Empresario,13,Primera clase,31830.08,5248.09,Sí,55567,7833,8,Web
22047,F,Veraguas,53,Ejecutivo,46,Ejecutiva,34252.9,4652.96,No,0,13896,7,Web
22052,M,Santa Fe,39,Ejecutivo,29,Ejecutiva,22588.15,1048.14,No,0,12172,1,Agencia
22063,F,Tucumán,31,Empresario,34,Ejecutiva,11427.14,1989.21,Sí,41103,6231,4,Aeropuerto
22085,F,Santa Fe,55,Empresario,52,Primera clase,103766.93,12859.86,No,0,5893,27,Agencia
22089,F,Santander,29,Comerciante,11,Primera clase,15837.41,894.55,Sí,51596,4359,9,App
22093,F,Tolima,32,Empresario,49,Económica,13058.55,1232.99,Sí,15935,11664,6,Agencia
22102,M,Los Santos,59,Ejecutivo,37,Ejecutiva,32668.0,4657.85,Sí,35708,5729,5,Web
22103,M,Santander,28,Ejecutivo,68,Ejecutiva,28372.4,3755.36,Sí,108243,3489,1,App
22127,F,Antioquia,36,Médico,18,Primera clase,30704.94,7542.52,No,0,8590,20,App
22130,F,Entre Ríos,34,Abogado,17,Ejecutiva,5441.28,535.27,No,0,8537,28,Web
22148,F,Entre Ríos,36,Abogado,3,Primera clase,7248.52,1460.27,Sí,12129,9716,23,Agencia
22150,M,Paraná,28,Abogado,22,Ejecutiva,12826.43,1426.03,No,0,9343,11,Aeropuerto
22156,F,Nariño,54,Médico,5,Primera clase,11447.6,2187.6,No,0,9728,46,Agencia
22158,F,Salta,43,Ejecutivo,34,Primera clase,30444.29,3557.91,Sí,117185,4058,0,Web
22169,F,Rio Grande do Sul,44,Abogado,19,Ejecutiva,12126.54,553.31,No,0,10059,15,Web
22172,M,CABA,34,Ejecutivo,44,Ejecutiva,29762.78,6017.83,No,0,7065,2,Aeropuerto
22178,F,Buenos Aires,30,Profesional independiente,20,Primera clase,18740.89,1318.09,Sí,96583,7888,11,App
22182,M,Salta,41,Deportista,61,Ejecutiva,17849.47,1351.93,No,0,9872,6,Web
22195,M,Cundinamarca,35,Deportista,88,Económica,30759.21,6758.49,No,0,2406,1,Aeropuerto
22214,M,Santander,32,Médico,18,Primera clase,27745.64,2287.99,No,0,10518,15,App
22218,F,CABA,37,Médico,27,Ejecutiva,13543.95,2179.18,Sí,40806,8897,12,Web
22221,F,Santander,42,Empresario,46,Ejecutiva,22942.4,2970.15,Sí,73792,13817,38,Agencia
22222,M,Santander,59,Médico,25,Primera clase,36887.13,2942.7,No,0,6549,29,Web
22223,F,Salta,53,Ejecutivo,68,Económica,19780.19,3158.69,Sí,44424,10918,3,App
22233,F,Salta,49,Empresario,53,Ejecutiva,32573.09,3716.61,No,0,8007,11,App
22234,F,Chaco,31,Ejecutivo,31,Primera clase,37857.29,8672.44,Sí,84029,11310,20,App
22236,F,Chaco,32,Ejecutivo,69,Primera clase,80356.22,9746.53,Sí,252185,8531,3,Web
22245,F,Tolima,27,Abogado,5,Ejecutiva,3859.65,726.18,No,0,11136,10,App
22249,F,Salta,60,Médico,19,Ejecutiva,9616.98,1616.93,No,0,11090,4,Aeropuerto
22252,F,CABA,31,Ejecutivo,75,Económica,8280.72,1854.8,Sí,72399,11539,13,App
22256,F,Entre Ríos,45,Empresario,44,Ejecutiva,20704.55,1297.5,Sí,62578,6978,54,App
22294,M,Córdoba,37,Ejecutivo,60,Ejecutiva,32242.53,4752.67,Sí,137520,2198,19,Web
22317,M,Entre Ríos,43,Ejecutivo,65,Ejecutiva,42146.08,5572.4,No,0,4929,12,Agencia
22361,No binario,Salta,32,Ejecutivo,53,Ejecutiva,24869.87,4093.01,No,0,4415,8,Web
22371,F,Valle del Cauca,48,Arquitecto,20,Primera clase,34528.5,8121.42,Sí,88992,8018,23,Web
22374,M,Tucumán,37,Médico,27,Primera clase,43946.88,4853.62,No,0,4658,13,Agencia
22384,M,Nariño,44,Ejecutivo,24,Primera clase,36700.64,8168.51,No,0,6638,7,Web
22400,M,Bolívar,35,Ejecutivo,70,Ejecutiva,55353.57,12423.33,Sí,121046,10241,1,Web
22409,M,CABA,50,Ejecutivo,74,Ejecutiva,37999.85,3742.75,Sí,88579,7634,1,Web
22420,M,Buenos Aires,46,Empresario,36,Ejecutiva,8473.18,1451.03,No,0,10749,12,Web
22424,M,Cundinamarca,25,Empresario,34,Ejecutiva,23897.03,5072.68,No,0,29611,32,Web
22426,F,CABA,60,Empresario,18,Económica,6801.84,1278.73,Sí,6514,48193,39,App
22436,M,Antioquia,40,Profesional independiente,23,Ejecutiva,10751.21,1247.88,No,0,8451,7,Agencia
22449,M,Córdoba,31,Empresario,20,Primera clase,42910.54,3016.88,No,0,4270,0,App
22455,F,Misiones,29,Abogado,14,Primera clase,24991.34,1214.88,No,0,5388,5,Web
22504,M,Minas Gerais,46,Empresario,44,Ejecutiva,36376.78,4797.75,No,0,5747,10,Agencia
22530,M,Antioquia,44,Arquitecto,1,Ejecutiva,458.03,81.99,No,0,8633,103,App
22538,F,Santander,54,Ejecutivo,48,Ejecutiva,28397.09,5344.83,Sí,47491,5909,0,Agencia
22541,F,Tucumán,60,Empresario,57,Ejecutiva,49946.03,7429.65,Sí,75451,8889,8,Web
22546,No binario,Chaco,46,Empresario,34,Ejecutiva,9351.76,505.34,Sí,54519,4817,1,Aeropuerto
22557,F,São Paulo,38,Ejecutivo,70,Ejecutiva,31399.44,6723.8,Sí,134894,8947,11,Aeropuerto
22559,F,Bahia,39,Ejecutivo,39,Ejecutiva,21162.91,5016.76,Sí,48409,5497,23,Aeropuerto
22570,F,Mendoza,29,Ejecutivo,19,Ejecutiva,15439.51,1844.02,Sí,49504,6394,2,Web
22571,M,Salta,50,Profesional independiente,10,Primera clase,6143.09,1098.67,Sí,37417,11510,11,App
22575,F,Bolívar,40,Ejecutivo,63,Ejecutiva,33666.77,4230.99,Sí,99533,9740,0,Web
22583,M,Panamá,53,Empresario,29,Primera clase,44855.9,9809.82,No,0,31408,9,Aeropuerto
22592,M,Veraguas,31,Empresario,32,Primera clase,63419.43,5062.32,No,0,8584,13,Web
22593,M,Tolima,27,Empresario,27,Ejecutiva,16689.82,3247.43,No,0,17542,21,App
22600,F,Rio Grande do Sul,52,Ejecutivo,74,Ejecutiva,34060.26,4211.86,No,0,4249,18,Web
22602,F,Veraguas,30,Empresario,59,Ejecutiva,38696.77,3743.04,Sí,142601,8632,5,Web
22611,F,Chaco,42,Empresario,51,Ejecutiva,25534.44,1711.25,No,0,8075,7,App
22620,M,Buenos Aires,44,Ejecutivo,55,Económica,16116.37,1384.3,Sí,42388,1429,21,App
22626,F,Chaco,37,Ejecutivo,22,Ejecutiva,11717.07,2714.04,Sí,56247,4343,4,App
22628,F,Mendoza,50,Empresario,29,Ejecutiva,8984.35,1415.91,Sí,78407,12122,12,Agencia
22631,F,Colón,46,Médico,10,Ejecutiva,2796.69,638.21,No,0,8902,25,Web
22638,M,Salta,41,Deportista,83,Económica,13871.66,1468.07,Sí,64217,300,7,Web
22648,M,Rio de Janeiro,44,Médico,7,Ejecutiva,5564.07,740.81,No,0,8527,29,App
22677,F,Misiones,43,Empresario,33,Ejecutiva,13191.66,1948.44,Sí,84005,55405,37,Web
22678,M,Mendoza,41,Ejecutivo,28,Ejecutiva,12247.22,1313.27,No,0,12194,18,Agencia
22679,M,Buenos Aires,51,Ejecutivo,58,Ejecutiva,25493.6,5487.57,No,0,8807,33,App
22680,F,Herrera,41,Empresario,48,Ejecutiva,32027.19,6412.56,Sí,86536,2685,50,App
22699,F,Paraná,40,Deportista,78,Ejecutiva,33300.89,6561.84,Sí,178643,10504,0,Aeropuerto
22706,No binario,Tucumán,39,Médico,22,Ejecutiva,11088.32,2547.66,Sí,30516,10980,44,Web
22716,M,Cundinamarca,33,Empleado,19,Ejecutiva,8929.57,924.42,Sí,40495,1644,9,App
22724,F,Chaco,51,Deportista,88,Económica,17416.75,3942.96,Sí,72500,4594,2,Web
22737,F,Nariño,44,Deportista,59,Ejecutiva,34774.53,6209.92,No,0,13059,3,App
22745,F,Misiones,41,Ejecutivo,50,Ejecutiva,16557.81,3684.38,Sí,110576,2689,7,Web
22746,F,Veraguas,39,Médico,14,Económica,2427.03,408.95,No,0,12801,0,Web
22798,F,Veraguas,42,Ejecutivo,76,Ejecutiva,38458.5,1737.85,No,0,6054,5,Web
22807,M,Mendoza,52,Deportista,45,Ejecutiva,15675.08,2544.82,Sí,44860,2365,24,App
22817,M,Misiones,42,Ejecutivo,41,Primera clase,58886.62,14485.25,Sí,217189,7536,29,Web
22839,F,Tucumán,33,Ejecutivo,74,Económica,25563.49,5473.43,No,0,5082,2,Web
22843,F,Valle del Cauca,36,Ejecutivo,66,Primera clase,77454.55,5758.7,No,0,8363,8,Web
22850,M,Tucumán,30,Empresario,45,Primera clase,43213.4,3929.9,No,0,8278,59,Agencia
22866,M,Misiones,39,Ejecutivo,33,Ejecutiva,18735.79,2412.73,No,0,8438,17,Web
22870,F,Buenos Aires,41,Ejecutivo,66,Económica,11955.63,813.44,Sí,72628,5233,11,Agencia
22897,M,São Paulo,24,Ejecutivo,22,Ejecutiva,15706.9,2702.5,No,0,9646,11,Web
22902,F,Buenos Aires,32,Abogado,14,Ejecutiva,10351.49,1048.24,No,0,9062,26,Web
22907,F,São Paulo,41,Médico,19,Ejecutiva,12130.94,1995.73,Sí,37406,14656,3,Web
22927,M,Santander,35,Ejecutivo,48,Ejecutiva,17413.43,1611.4,Sí,54918,4486,14,App
22928,F,Tolima,56,Médico,14,Ejecutiva,7421.5,597.36,Sí,24583,14027,47,Web
22937,M,Córdoba,49,Deportista,27,Primera clase,45512.75,5235.22,Sí,50010,7592,48,Web
22950,F,Antioquia,51,Empresario,22,Ejecutiva,6876.48,862.38,No,0,10208,2,App
22960,F,Entre Ríos,37,Deportista,94,Ejecutiva,50162.0,10896.99,Sí,225615,2959,19,Web
22961,F,Tolima,52,Ejecutivo,75,Ejecutiva,45070.04,6845.96,Sí,178071,4795,0,Web
22962,F,Salta,40,Empresario,55,Económica,11651.57,1603.89,Sí,42397,2737,5,Aeropuerto
22963,F,Salta,27,Comerciante,23,Primera clase,45467.42,9098.43,No,0,5012,14,App
22977,M,Salta,38,Profesional independiente,24,Primera clase,41799.88,9502.53,No,0,6960,5,Web
22979,F,Tucumán,59,Ejecutivo,28,Primera clase,48344.66,3575.61,No,0,13297,23,Agencia
22980,M,Nariño,24,Empresario,23,Económica,5467.72,800.81,No,0,11545,18,App
22989,F,Buenos Aires,36,Empresario,53,Económica,17600.08,4178.4,Sí,42549,10275,89,Web
22991,M,Mendoza,35,Médico,16,Económica,4112.09,535.5,No,0,8669,48,Web
23011,F,Entre Ríos,42,Ejecutivo,75,Ejecutiva,54263.37,8320.48,Sí,156556,12253,32,Agencia
23014,F,Salta,40,Abogado,24,Ejecutiva,20411.94,2594.03,Sí,59653,8033,10,Aeropuerto
23018,M,Nariño,31,Ejecutivo,40,Ejecutiva,18247.23,1500.58,Sí,88508,4524,26,App
23020,M,Chaco,26,Ejecutivo,68,Económica,24909.96,3049.23,Sí,57356,3857,5,Agencia
23042,F,Entre Ríos,59,Empresario,53,Ejecutiva,29476.94,6361.13,Sí,95935,15616,36,Aeropuerto
23054,M,Herrera,33,Empresario,25,Ejecutiva,14971.14,3433.15,No,0,9517,25,Agencia
23056,F,Entre Ríos,36,Empresario,57,Ejecutiva,19695.73,2201.8,Sí,148652,7948,14,App
23059,F,Antioquia,45,Empresario,25,Ejecutiva,6082.34,1172.58,No,0,9193,9,App
23069,M,Minas Gerais,37,Empresario,52,Ejecutiva,19332.16,1471.4,Sí,53886,6412,11,App
23071,F,Córdoba,52,Médico,10,Ejecutiva,3396.54,827.83,Sí,12949,8607,24,Web
23103,M,Rio Grande do Sul,38,Empresario,52,Ejecutiva,26046.45,2466.31,Sí,49785,4276,21,Agencia
23127,M,Atlántico,41,Profesional independiente,21,Primera clase,37425.83,4116.69,No,0,5210,8,Web
23130,M,Bahia,31,Ejecutivo,28,Primera clase,36405.16,3937.98,Sí,69281,4132,9,Web
23141,M,Santa Fe,37,Ejecutivo,77,Ejecutiva,65394.09,3378.49,No,0,5378,2,Web
23146,F,Tucumán,41,Deportista,49,Primera clase,105074.62,4295.55,No,0,17674,13,Web
23158,M,Valle del Cauca,38,Empresario,16,Económica,4696.94,987.82,No,0,18151,13,Agencia
23168,M,Bahia,45,Médico,21,Primera clase,17978.71,3774.78,No,0,8351,11,Web
23178,M,Paraná,45,Docente,24,Ejecutiva,14902.13,3636.0,Sí,59711,1371,24,Web
23187,F,Chaco,45,Deportista,94,Económica,12313.55,675.5,Sí,83825,3063,18,Web
23204,M,Córdoba,25,Empresario,59,Ejecutiva,17306.46,3438.1,No,0,15482,15,App
23213,M,Atlántico,29,Ejecutivo,20,Ejecutiva,8904.51,759.14,Sí,49290,6285,11,Web
23214,F,Minas Gerais,49,Deportista,44,Ejecutiva,30218.04,3635.04,No,0,3813,28,Web
23242,F,Misiones,33,Empresario,25,Económica,6025.85,1381.61,Sí,23305,10813,3,Agencia
23248,F,CABA,41,Ejecutivo,73,Ejecutiva,35767.98,6149.0,Sí,125932,11764,3,Web
23255,F,São Paulo,36,Empresario,53,Ejecutiva,29225.93,6701.03,No,0,11058,7,Web
23262,M,Chaco,40,Médico,24,Ejecutiva,16164.93,3817.75,Sí,43854,6908,62,Web
23266,F,Colón,43,Empresario,43,Económica,12936.35,3047.16,Sí,47942,1225,25,Web
23271,F,CABA,51,Empresario,28,Primera clase,42759.56,6981.67,Sí,82126,11032,31,Web
23278,F,Chaco,49,Ejecutivo,74,Económica,20290.24,2751.11,Sí,56487,4530,6,App
23280,M,Paraná,51,Deportista,24,Primera clase,29984.15,6900.94,Sí,132480,5182,3,Web
23330,F,Buenos Aires,34,Ejecutivo,67,Primera clase,79600.06,8769.06,No,0,4606,23,Agencia
23347,F,Mendoza,32,Ejecutivo,52,Ejecutiva,28899.41,7025.58,No,0,8830,4,Web
23352,F,Chaco,38,Ejecutivo,63,Ejecutiva,36573.21,6070.98,No,0,9847,5,Aeropuerto
23353,F,Cundinamarca,43,Empresario,58,Ejecutiva,35708.4,3238.45,No,0,14750,39,Web
23356,F,Entre Ríos,45,Empresario,53,Primera clase,38749.93,8204.23,No,0,11233,13,App
23377,F,Bolívar,44,Médico,29,Ejecutiva,15792.28,1468.11,Sí,74906,6141,29,App
23380,M,Misiones,31,Médico,23,Primera clase,42228.63,8399.04,No,0,7306,3,Agencia
23383,M,Chiriquí,53,Médico,8,Ejecutiva,3835.03,701.66,Sí,7140,9728,21,Web
23386,F,Nariño,35,Ejecutivo,56,Ejecutiva,17810.47,1190.67,Sí,147365,5550,7,Web
23403,F,Chiriquí,34,Deportista,53,Económica,12376.84,2583.84,Sí,17635,13483,40,Web
23406,F,Chaco,28,Médico,13,Económica,1795.72,425.68,Sí,8336,12203,7,Web
23409,F,Buenos Aires,50,Ejecutivo,38,Ejecutiva,20222.3,4692.98,No,0,11235,0,Agencia
23418,F,Tolima,32,Ejecutivo,39,Ejecutiva,27125.95,6290.32,Sí,53076,4142,5,Web
23421,M,Buenos Aires,30,Ejecutivo,69,Ejecutiva,25285.82,4150.67,Sí,101908,7542,5,Web
23422,F,Santa Fe,62,Empresario,37,Ejecutiva,13451.12,3129.74,Sí,67329,7744,0,Aeropuerto
23458,M,Salta,30,Médico,23,Primera clase,35957.45,2897.09,Sí,112370,8597,6,Aeropuerto
23468,M,Entre Ríos,27,Empresario,57,Económica,7796.21,981.17,Sí,58741,1875,15,Web
23471,F,Cundinamarca,44,Empresario,42,Ejecutiva,13882.07,2762.53,Sí,87247,6855,29,Aeropuerto
23479,M,Rio de Janeiro,42,Médico,27,Primera clase,43758.38,10197.88,No,0,12972,18,Web
23490,M,Santander,44,Profesional independiente,15,Ejecutiva,8974.29,1658.31,No,0,13606,18,Agencia
23501,M,Buenos Aires,41,Profesional independiente,21,Ejecutiva,5793.35,290.68,Sí,38946,1511,23,Web
23507,M,Pernambuco,48,Ejecutivo,73,Económica,7555.31,1071.98,Sí,39086,8468,15,Web
23509,M,Chaco,43,Empresario,47,Ejecutiva,38138.56,7557.26,No,0,7115,38,App
23520,M,Misiones,37,Empresario,31,Ejecutiva,9004.5,1232.12,No,0,20466,2,Aeropuerto
23524,M,Santander,33,Ejecutivo,42,Ejecutiva,21083.55,1658.14,No,0,14336,9,Web
23527,M,São Paulo,50,Médico,28,Primera clase,63595.0,4587.73,No,0,9735,14,Web
23539,F,Chiriquí,43,Docente,22,Ejecutiva,10986.01,627.33,Sí,59523,1275,4,App
23542,M,Antioquia,48,Ejecutivo,78,Económica,26735.39,4600.6,Sí,83413,4949,5,App
23546,M,Entre Ríos,29,Deportista,75,Ejecutiva,37106.3,6412.39,No,0,1631,10,App
23552,M,Panamá,44,Deportista,88,Económica,28524.8,2208.52,Sí,69091,3005,2,Aeropuerto
23557,M,CABA,33,Ejecutivo,66,Ejecutiva,32497.09,3450.36,Sí,141276,4867,1,Aeropuerto
23569,F,Los Santos,33,Ejecutivo,29,Ejecutiva,13468.42,1253.31,No,0,21577,13,App
23571,F,Minas Gerais,32,Ejecutivo,45,Ejecutiva,30997.08,3167.72,No,0,8256,1,Agencia
23573,M,Tucumán,42,Ejecutivo,24,Económica,2461.54,192.19,Sí,19672,9565,6,Web
23579,F,Panamá,48,Empresario,19,Primera clase,10702.71,441.31,Sí,73083,6780,0,App
23593,M,CABA,28,Deportista,94,Ejecutiva,33840.25,1398.18,Sí,220704,1518,11,Web
23609,F,Bahia,44,Abogado,22,Ejecutiva,7845.63,465.5,Sí,45598,5394,17,App
23626,F,Mendoza,34,Médico,24,Ejecutiva,19473.85,1498.2,No,0,9398,20,App
23627,M,Mendoza,35,Ejecutivo,73,Económica,7168.08,1249.91,Sí,58360,2871,10,Web
23628,M,Antioquia,32,Empresario,30,Primera clase,40842.42,7901.91,Sí,130825,7854,31,Web
23644,F,Entre Ríos,45,Abogado,23,Primera clase,39075.65,5511.45,Sí,80678,5656,6,App
23663,M,Atlántico,44,Deportista,85,Económica,16118.55,2564.04,Sí,53442,2841,13,App
23665,F,CABA,40,Ejecutivo,31,Ejecutiva,19724.12,1411.35,Sí,46899,2697,17,Agencia
23671,No binario,Bahia,47,Abogado,4,Primera clase,3954.43,926.6,No,0,13049,62,Aeropuerto
23672,M,Santander,36,Ejecutivo,26,Ejecutiva,16471.82,1115.16,No,0,8968,9,App
23682,F,Colón,24,Ejecutivo,60,Ejecutiva,30134.97,3285.71,Sí,90371,7425,18,Web
23687,F,Salta,50,Ejecutivo,32,Primera clase,58221.31,3458.99,Sí,88318,6065,3,App
23706,F,Mendoza,29,Médico,11,Ejecutiva,2980.55,224.39,Sí,15377,9416,7,App
23712,F,Mendoza,28,Empresario,17,Ejecutiva,6964.17,316.73,Sí,42193,12262,66,App
23746,F,Salta,45,Empresario,54,Ejecutiva,42673.9,2357.22,Sí,80586,1284,47,Agencia
23748,F,Santander,25,Deportista,57,Económica,16994.18,3077.57,Sí,45660,337,6,Web
23765,M,Santander,45,Ejecutivo,74,Ejecutiva,28206.81,4398.15,Sí,142029,7380,2,Web
23766,M,São Paulo,37,Deportista,87,Económica,19492.28,3439.19,Sí,79320,1372,9,Agencia
23772,M,CABA,29,Deportista,65,Ejecutiva,58126.42,9461.59,Sí,53305,5110,20,App
23793,M,Atlántico,46,Médico,12,Primera clase,29923.42,6560.66,No,0,5645,4,App
23800,M,Bolívar,31,Empresario,58,Económica,18070.24,1870.24,Sí,29882,15002,7,App
23810,M,Minas Gerais,30,Abogado,13,Ejecutiva,5905.92,1361.55,No,0,11797,23,App
23818,F,Santander,34,Empresario,52,Primera clase,68889.7,11236.87,No,0,6333,34,Agencia
23824,M,Entre Ríos,40,Empresario,40,Ejecutiva,12108.13,2925.52,Sí,87687,12966,73,Aeropuerto
23857,M,Bolívar,40,Ejecutivo,17,Ejecutiva,9151.31,1071.1,Sí,33660,9900,1,Aeropuerto
23861,F,Cundinamarca,56,Empresario,40,Primera clase,25044.77,3750.9,Sí,152890,16516,27,Agencia
23863,F,Los Santos,32,Ejecutivo,51,Ejecutiva,35043.42,7428.05,No,0,5198,0,Agencia
23872,M,Santander,44,Ingeniero,23,Ejecutiva,10790.01,1250.79,Sí,55466,7136,6,Web
23879,M,Misiones,46,Empresario,35,Ejecutiva,17542.36,2686.57,Sí,42437,10028,0,App
23897,M,Mendoza,37,Profesional independiente,24,Primera clase,22683.75,3824.18,No,0,8457,0,Web
23927,F,Atlántico,53,Ejecutivo,38,Primera clase,91567.55,20391.27,Sí,80520,10720,0,Web
23928,M,Santander,43,Abogado,5,Ejecutiva,1641.39,319.59,No,0,8709,1,App
23945,M,Tucumán,52,Ejecutivo,48,Ejecutiva,32163.79,7050.15,No,0,3811,6,Web
23949,F,Chaco,39,Deportista,89,Primera clase,190482.83,24329.21,Sí,195149,28612,0,Agencia
23956,M,Herrera,43,Deportista,81,Económica,24063.65,4952.43,Sí,92978,1068,31,Agencia
23961,F,Entre Ríos,50,Ejecutivo,36,Económica,8558.25,2035.79,Sí,34129,11341,5,Web
23963,F,CABA,40,Empresario,55,Primera clase,64594.66,15205.02,Sí,196984,12520,10,App
23977,M,Nariño,26,Ejecutivo,24,Primera clase,24365.64,3761.59,No,0,8571,11,Web
23991,M,Bolívar,44,Ingeniero,24,Primera clase,36530.6,4799.75,No,0,3605,14,App
23999,F,Buenos Aires,27,Empresario,49,Económica,7987.83,1884.28,Sí,20209,9136,30,Web
24004,M,Santander,43,Deportista,57,Primera clase,65729.3,6318.56,No,0,11630,4,Web
24006,M,Santa Fe,45,Deportista,32,Ejecutiva,8436.13,1183.26,No,0,10970,3,App
24016,F,Herrera,32,Ejecutivo,65,Ejecutiva,39776.44,4012.66,No,0,5481,0,App
24030,M,Minas Gerais,59,Abogado,18,Primera clase,21065.05,1289.5,No,0,8453,21,Agencia
24057,F,Buenos Aires,38,Ejecutivo,78,Ejecutiva,24142.59,4666.23,Sí,90441,4317,0,App
24064,F,Chaco,50,Deportista,67,Económica,5423.62,669.15,Sí,52710,714,3,Web
24066,M,Córdoba,42,Abogado,12,Económica,1316.85,160.05,No,0,13423,18,App
24068,M,Tolima,34,Deportista,99,Ejecutiva,78379.31,12567.73,No,0,1306,15,App
24074,F,Misiones,46,Ejecutivo,38,Ejecutiva,32785.17,5257.04,No,0,8632,9,Web
24105,F,Tucumán,34,Médico,25,Ejecutiva,16925.07,2973.24,Sí,65287,3713,30,Aeropuerto
24143,M,Herrera,51,Deportista,49,Económica,7595.95,1233.89,Sí,48777,60811,0,App
24152,M,Valle del Cauca,54,Empresario,52,Ejecutiva,24898.28,4990.78,Sí,61500,1605,25,App
24156,M,Tolima,30,Ejecutivo,62,Ejecutiva,47805.54,10850.15,No,0,3819,20,App
24169,M,Valle del Cauca,38,Abogado,20,Económica,6657.75,1149.57,No,0,8424,5,Web
24172,F,Tolima,31,Empresario,50,Ejecutiva,33567.26,2783.03,Sí,43395,5652,26,App
24178,M,Antioquia,43,Empresario,41,Ejecutiva,35978.48,4494.08,No,0,8192,24,Agencia
24180,F,Santander,43,Empresario,53,Económica,13037.29,1921.45,Sí,49121,5371,0,App
24187,F,Córdoba,52,Deportista,84,Económica,7872.2,1135.22,Sí,51228,1921,6,Web
24190,M,Salta,36,Empresario,10,Primera clase,18765.51,2064.48,Sí,33398,9018,48,App
24197,M,Santa Fe,44,Ejecutivo,53,Ejecutiva,29477.44,7205.28,No,0,4402,1,Web
24209,M,Chaco,50,Empresario,54,Ejecutiva,39225.62,1632.61,No,0,9464,11,Agencia
24218,F,Panamá,57,Empresario,56,Primera clase,78470.09,18130.5,Sí,181029,13225,45,App
24225,F,Entre Ríos,39,Empresario,39,Ejecutiva,13482.02,3276.09,Sí,68711,9946,4,Aeropuerto
24230,F,Santander,37,Deportista,36,Ejecutiva,17464.74,1205.5,Sí,95904,25519,29,Web
24235,M,Valle del Cauca,37,Abogado,23,Primera clase,43501.52,1951.88,No,0,4219,19,Web
24243,M,Tucumán,24,Ejecutivo,16,Primera clase,16235.53,3054.84,Sí,64709,5559,9,App
24252,M,Tucumán,36,Empresario,20,Primera clase,36085.44,2682.58,Sí,51317,6113,7,App
24254,F,Buenos Aires,47,Empresario,52,Primera clase,83487.44,15374.48,No,0,19628,22,Agencia
24262,M,Misiones,45,Ejecutivo,46,Económica,5505.36,695.01,Sí,45459,2662,7,Agencia
